Year,Month,DayofMonth,DayOfWeek,DepTime,ArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted
2011,1,2,7,1815,1945,CO,1689,N12238,210,191,11,15,IAH,SAN,1303,3,16,0,,0
2011,1,2,7,1039,1356,CO,1690,N16649,137,116,-5,4,IAH,MIA,964,5,16,0,,0
2011,1,2,7,1330,1528,CO,1695,N14231,238,211,23,15,IAH,LAX,1379,11,16,0,,0
2011,1,2,7,2208,2332,CO,1704,N46625,84,59,64,63,IAH,OKC,395,6,19,0,,0
2011,1,2,7,1848,2001,CO,1705,N14639,73,54,10,16,IAH,MFE,316,6,13,0,,0
2011,1,2,7,924,1141,CO,1714,N37413,257,236,10,9,IAH,SMF,1609,5,16,0,,0
2011,1,2,7,2132,2302,CO,1717,N37409,210,192,19,22,IAH,SAN,1303,4,14,0,,0
2011,1,2,7,1145,1340,CO,1719,N33209,175,146,5,0,IAH,MTJ,926,6,23,0,,0
2011,1,2,7,950,1113,CO,1723,N77295,203,186,6,20,IAH,ONT,1334,5,12,0,,0
2011,1,2,7,1823,2007,CO,1728,N16649,164,140,-11,-2,IAH,TUS,936,6,18,0,,0
2011,1,2,7,1939,2253,CO,1748,N57868,134,111,22,34,IAH,FLL,965,6,17,0,,0
2011,1,2,7,955,1229,CO,1767,N75428,274,258,10,15,IAH,SEA,1874,5,11,0,,0
2011,1,2,7,1914,2310,CO,1776,N78509,176,149,-3,14,IAH,PHL,1324,8,19,0,,0
2011,1,2,7,1758,1856,CO,1779,N17233,58,37,5,8,IAH,SAT,191,3,18,0,,0
2011,1,2,7,1554,1719,CO,1787,N16642,85,47,12,-1,IAH,DFW,224,4,34,0,,0
2011,1,2,7,1416,1735,CO,1790,N11641,139,116,-1,1,IAH,MIA,964,9,14,0,,0
2011,1,2,7,1834,2029,CO,1795,N57855,235,205,47,39,IAH,LAX,1379,15,15,0,,0
2011,1,2,7,2101,2316,CO,1812,N11641,135,108,4,6,IAH,OMA,781,6,21,0,,0
2011,1,2,7,1453,1654,CO,1821,N39728,241,219,24,13,IAH,SNA,1347,4,18,0,,0
2011,1,2,7,1014,1115,CO,1823,N11641,61,43,-4,-1,IAH,MSY,305,5,13,0,,0
2011,1,2,7,1959,2314,CO,1830,N36280,135,118,-3,4,IAH,PBI,956,4,13,0,,0
2011,1,2,7,1159,1605,CO,1832,N24212,186,158,5,19,IAH,LGA,1416,5,23,0,,0
2011,1,2,7,1252,1648,CO,1836,N76288,176,152,3,22,IAH,PHL,1324,6,18,0,,0
2011,1,2,7,1444,1818,CO,1844,N37277,154,131,-1,10,IAH,CLE,1091,9,14,0,,0
2011,1,2,7,1132,1403,CO,1846,N14653,151,115,-2,2,IAH,ORD,925,8,28,0,,0
2011,1,2,7,1312,1628,CO,1850,N14242,136,117,0,17,IAH,RDU,1043,4,15,0,,0
2011,1,2,7,852,1204,CO,1873,N35260,132,116,-4,-3,IAH,MCO,853,4,12,0,,0
2011,1,2,7,1128,1324,CO,1882,N73270,176,155,0,-2,IAH,HDN,986,6,15,0,,0
2011,1,2,7,1810,2020,CO,1889,N36247,250,229,0,10,IAH,SMF,1609,6,15,0,,0
2011,1,1,6,942,1356,CO,1,N69063,494,466,6,17,IAH,HNL,3904,5,23,0,,0
2011,1,1,6,1845,1947,CO,5,N29717,62,43,13,15,IAH,MSY,305,3,16,0,,0
2011,1,1,6,1533,1634,CO,6,N47414,61,36,14,8,IAH,SAT,191,5,20,0,,0
2011,1,1,6,1459,1602,CO,33,N62631,63,41,19,18,IAH,MSY,305,2,20,0,,0
2011,1,1,6,1551,1650,CO,35,N14653,59,30,23,16,IAH,AUS,140,5,24,0,,0
2011,1,1,6,1923,2115,CO,47,N74856,232,191,15,13,IAH,LAX,1379,13,28,0,,0
2011,1,1,6,748,946,CO,52,N19130,238,205,20,3,IAH,LAX,1379,16,17,0,,0
2011,1,1,6,1807,1939,CO,59,N35204,152,130,27,27,IAH,DEN,862,7,15,0,,0
2011,1,1,6,1218,1623,CO,60,N67157,185,162,-2,13,IAH,EWR,1400,8,15,0,,0
2011,1,1,6,1446,1906,CO,62,N26123,200,163,17,21,IAH,EWR,1400,9,28,0,,0
2011,1,1,6,1145,1612,CO,73,N76065,507,486,2,0,IAH,HNL,3904,4,17,0,,0
2011,1,1,6,1447,1925,CO,77,N76062,518,488,35,22,IAH,HNL,3904,8,22,0,,0
2011,1,1,6,558,1006,CO,89,N73406,188,161,-6,-2,IAH,EWR,1400,7,20,0,,0
2011,1,1,6,1049,1458,CO,106,N68159,189,162,-9,4,IAH,EWR,1400,11,16,0,,0
2011,1,1,6,1428,1608,CO,137,N39415,220,200,-2,3,IAH,LAX,1379,5,15,0,,0
2011,1,1,6,1322,1552,CO,146,N72405,150,117,2,7,IAH,ORD,925,9,24,0,,0
2011,1,1,6,1933,2106,CO,150,N78506,213,186,49,51,IAH,ONT,1334,5,22,0,,0
2011,1,1,6,935,1214,CO,170,N56859,279,251,59,35,IAH,SFO,1635,6,22,0,,0
2011,1,1,6,1927,2256,CO,190,N33209,149,118,33,22,IAH,MIA,964,4,27,0,,0
2011,1,1,6,850,1025,CO,195,N24729,215,195,5,15,IAH,LAX,1379,6,14,0,,0
2011,1,1,6,1234,1358,CO,197,N73259,204,175,12,10,IAH,LAS,1222,10,19,0,,0
2011,1,1,6,721,851,CO,199,N73278,150,118,-6,1,IAH,DEN,862,12,20,0,,0
2011,1,1,6,1244,1547,CO,206,N75429,123,98,-1,-1,IAH,TPA,787,6,19,0,,0
2011,1,1,6,2133,4,CO,209,N37422,271,247,3,3,IAH,PDX,1825,6,18,0,,0
2011,1,1,6,1554,2019,CO,210,N75436,205,177,4,4,IAH,EWR,1400,8,20,0,,0
2011,1,1,6,1038,1646,CO,212,N75426,248,223,24,23,IAH,SJU,2007,6,19,0,,0
2011,1,1,6,902,1054,CO,220,N19136,172,141,-2,2,IAH,PHX,1009,5,26,0,,0
2011,1,1,6,1017,1419,CO,226,N17619,182,148,4,-4,IAH,BWI,1235,6,28,0,,0
2011,1,1,6,1550,1917,CO,244,N76265,147,118,-6,5,IAH,CLE,1091,4,25,0,,0
2011,1,1,6,1607,1838,CO,246,N37427,151,112,16,22,IAH,ORD,925,16,23,0,,0
2011,1,1,6,1917,2248,CO,250,N14613,151,125,3,7,IAH,RDU,1043,7,19,0,,0
2011,1,1,6,1136,1357,CO,252,N14613,201,177,9,4,IAH,SLC,1195,6,18,0,,0
2011,1,1,6,1226,1459,CO,267,N12216,273,253,-6,0,IAH,SEA,1874,4,16,0,,0
2011,1,1,6,1205,1420,CO,270,N16217,255,234,40,40,IAH,SFO,1635,4,17,0,,0
2011,1,1,6,717,1145,CO,282,N14639,208,176,-23,-8,IAH,BOS,1597,7,25,0,,0
2011,1,1,6,1742,2108,CO,286,N32626,146,109,41,27,IAH,MCO,853,8,29,0,,0
2011,1,1,6,1919,2035,CO,297,N35407,196,175,-6,4,IAH,LAS,1222,8,13,0,,0
2011,1,1,6,2058,2226,CO,299,N37293,148,128,4,3,IAH,DEN,862,6,14,0,,0
2011,1,1,6,858,1136,CO,309,N35407,278,250,8,8,IAH,PDX,1825,5,23,0,,0
2011,1,1,6,1944,2349,CO,310,N67058,185,156,28,44,IAH,EWR,1400,9,20,0,,0
2011,1,1,6,1439,1635,CO,320,N37267,176,157,5,9,IAH,PHX,1009,7,12,0,,0
2011,1,1,6,1249,1356,CO,323,N75428,67,47,6,2,IAH,MSY,305,3,17,0,,0
2011,1,1,6,1253,1652,CO,326,N77430,179,145,13,3,IAH,BWI,1235,8,26,0,,0
2011,1,1,6,747,1154,CO,332,N76288,187,162,-19,-3,IAH,LGA,1416,7,18,0,,0
2011,1,1,6,857,1109,CO,346,N14704,132,110,-11,7,IAH,ORD,925,5,17,0,,0
2011,1,1,6,1140,1327,CO,352,N29717,167,145,10,0,IAH,GUC,886,5,17,0,,0
2011,1,1,6,1113,1503,CO,358,N11651,170,134,2,-2,IAH,DCA,1208,17,19,0,,0
2011,1,1,6,1442,1705,CO,370,N37408,263,239,20,12,IAH,SFO,1635,4,20,0,,0
2011,1,1,6,1111,1528,CO,382,N24224,197,175,-17,6,IAH,BOS,1597,6,16,0,,0
2011,1,1,6,1725,1849,CO,397,N75428,204,180,-6,0,IAH,LAS,1222,8,16,0,,0
2011,1,1,6,1533,1705,CO,399,N35260,152,124,-6,-2,IAH,DEN,862,9,19,0,,0
2011,1,1,6,751,1208,CO,408,N66057,197,164,1,1,IAH,EWR,1400,13,20,0,,0
2011,1,1,6,1032,1219,CO,409,N37273,227,194,20,2,IAH,SAN,1303,3,30,0,,0
2011,1,1,6,2108,101,CO,410,N13248,173,151,-1,18,IAH,EWR,1400,9,13,0,,0
2011,1,1,6,1933,2115,CO,417,N39423,222,193,31,23,IAH,SAN,1303,4,25,0,,0
2011,1,1,6,2102,2323,CO,421,N11206,261,240,10,2,IAH,SJC,1609,4,17,0,,0
2011,1,1,6,1915,2014,CO,423,N37273,59,42,0,5,IAH,MSY,305,3,14,0,,0
2011,1,1,6,2001,2342,CO,426,N76526,161,138,-4,6,IAH,BWI,1235,6,17,0,,0
2011,1,1,6,1101,1514,CO,432,N16632,193,170,-12,1,IAH,LGA,1416,8,15,0,,0
2011,1,1,6,1255,1641,CO,458,N77295,166,135,1,0,IAH,DCA,1208,5,26,0,,0
2011,1,1,6,2137,7,CO,467,N57855,270,243,6,11,IAH,SEA,1874,6,21,0,,0
2011,1,1,6,1918,2023,CO,479,N24702,65,38,7,3,IAH,SAT,191,7,20,0,,0
2011,1,1,6,1253,1732,CO,482,N18622,219,178,-2,-2,IAH,BOS,1597,8,33,0,,0
2011,1,1,6,1814,2033,CO,489,N18220,259,234,4,4,IAH,SJC,1609,4,21,0,,0
2011,1,1,6,917,1049,CO,497,N75861,212,166,14,7,IAH,LAS,1222,8,38,0,,0
2011,1,1,6,1149,1322,CO,499,N74856,153,115,7,4,IAH,DEN,862,11,27,0,,0
2011,1,1,6,2015,2304,CO,500,N78509,109,92,42,70,IAH,IND,845,5,12,0,,0
2011,1,1,6,1513,1740,CO,509,N53441,267,247,13,18,IAH,PDX,1825,5,15,0,,0
2011,1,1,6,853,1302,CO,510,N14231,189,165,-5,3,IAH,EWR,1400,5,19,0,,0
2011,1,1,6,2108,2221,CO,511,N36272,73,52,-1,-2,IAH,MFE,316,6,15,0,,0
2011,1,1,6,1741,1934,CO,520,N87527,173,152,13,16,IAH,PHX,1009,5,16,0,,0
2011,1,1,6,1604,1945,CO,526,N33264,161,139,1,14,IAH,BWI,1235,7,15,0,,0
2011,1,1,6,2112,2254,CO,528,N21723,162,142,18,17,IAH,TUS,936,6,14,0,,0
2011,1,1,6,1320,1736,CO,532,N37252,196,170,-4,0,IAH,LGA,1416,6,20,0,,0
2011,1,1,6,1312,1644,CO,534,N39418,152,123,-11,-3,IAH,PIT,1117,8,21,0,,0
2011,1,1,6,938,1207,CO,542,N45440,209,181,15,-2,IAH,SLC,1195,6,22,0,,0
2011,1,1,6,743,1114,CO,544,N21723,151,127,-10,-2,IAH,CLE,1091,5,19,0,,0
2011,1,1,6,1315,1538,CO,552,N19621,203,173,33,30,IAH,SLC,1195,7,23,0,,0
2011,1,1,6,1725,2103,CO,558,N24729,158,137,62,70,IAH,DCA,1208,7,14,0,,0
2011,1,1,6,924,1103,CO,559,N24702,219,199,-12,-1,IAH,SNA,1347,5,15,0,,0
2011,1,1,6,1908,2150,CO,567,N45440,282,255,0,8,IAH,SEA,1874,5,22,0,,0
2011,1,1,6,1757,2043,CO,570,N32404,286,263,48,17,IAH,SFO,1635,5,18,0,,0
2011,1,1,6,1919,2345,CO,582,N38268,206,175,-1,9,IAH,BOS,1597,4,27,0,,0
2011,1,1,6,726,1045,CO,586,N75853,139,109,16,6,IAH,MCO,853,6,24,0,,0
2011,1,1,6,2113,2244,CO,597,N76269,211,182,14,8,IAH,LAS,1222,9,20,0,,0
2011,1,1,6,1439,1614,CO,599,N57855,155,123,14,14,IAH,DEN,862,7,25,0,,0
2011,1,1,6,1617,1917,CO,606,N14704,120,96,23,22,IAH,TPA,787,5,19,0,,0
2011,1,1,6,1901,2133,CO,616,N62631,152,130,-17,1,IAH,MSP,1034,4,18,0,,0
2011,1,1,6,1552,2012,CO,632,N14629,200,176,-3,6,IAH,LGA,1416,8,16,0,,0
2011,1,1,6,1913,2238,CO,644,N39297,145,114,8,18,IAH,CLE,1091,5,26,0,,0
2011,1,1,6,1823,2039,CO,652,N26210,196,168,6,2,IAH,SLC,1195,9,19,0,,0
2011,1,1,6,1921,2303,CO,658,N76514,162,129,14,16,IAH,DCA,1208,6,27,0,,0
2011,1,1,6,1125,1318,CO,663,N17104,173,149,1,0,IAH,EGE,935,6,18,0,,0
2011,1,1,6,1749,2015,CO,667,N75854,266,244,15,24,IAH,SEA,1874,5,17,0,,0
2011,1,1,6,2028,2316,CO,670,N14250,288,253,54,35,IAH,SFO,1635,7,28,0,,0
2011,1,1,6,1552,2019,CO,682,N17244,207,181,-8,7,IAH,BOS,1597,6,20,0,,0
2011,1,1,6,1032,1404,CO,686,N75854,152,108,24,2,IAH,MCO,853,7,37,0,,0
2011,1,1,6,1719,1905,CO,695,N76519,226,200,13,9,IAH,LAX,1379,6,20,0,,0
2011,1,1,6,1440,1621,CO,697,N73278,221,182,16,5,IAH,LAS,1222,11,28,0,,0
2011,1,1,6,738,1045,CO,706,N46625,127,104,-3,-7,IAH,TPA,787,5,18,0,,0
2011,1,1,6,1856,2117,CO,709,N12218,261,239,34,46,IAH,PDX,1825,6,16,0,,0
2011,1,1,6,1234,1340,CO,723,N17719,66,48,22,19,IAH,MSY,305,3,15,0,,0
2011,1,1,6,1851,2255,CO,732,N33262,184,165,-5,6,IAH,LGA,1416,7,12,0,,0
2011,1,1,6,1240,1409,CO,738,N38443,209,189,2,0,IAH,SAN,1303,5,15,0,,0
2011,1,1,6,1107,1231,CO,739,N14250,204,187,109,117,IAH,SAN,1303,4,13,0,,0
2011,1,1,6,1301,1644,CO,744,N19623,163,130,-1,-4,IAH,CLE,1091,6,27,0,,0
2011,1,1,6,1457,1726,CO,746,N14731,149,119,0,9,IAH,ORD,925,10,20,0,,0
2011,1,1,6,2134,2341,CO,752,N33266,187,166,11,19,IAH,SLC,1195,6,15,0,,0
2011,1,1,6,1506,1741,CO,767,N33294,275,254,17,21,IAH,SEA,1874,5,16,0,,0
2011,1,1,6,2116,2324,CO,770,N57857,248,229,9,21,IAH,SFO,1635,6,13,0,,0
2011,1,1,6,727,1134,CO,776,N76508,187,156,3,2,IAH,PHL,1324,6,25,0,,0
2011,1,1,6,1422,1743,CO,786,N75853,141,112,17,6,IAH,MCO,853,6,23,0,,0
2011,1,1,6,1022,1414,CO,788,N14604,172,126,9,-3,IAH,DTW,1076,9,37,0,,0
2011,1,1,6,1543,1727,CO,795,N77261,224,199,4,3,IAH,LAX,1379,6,19,0,,0
2011,1,1,6,846,1017,CO,799,N57864,151,120,-5,1,IAH,DEN,862,14,17,0,,0
2011,1,1,6,1321,1732,CO,810,N79011,191,157,5,11,IAH,EWR,1400,13,21,0,,0
2011,1,1,6,2056,2250,CO,820,N73406,174,156,3,1,IAH,PHX,1009,6,12,0,,0
2011,1,1,6,1743,2005,CO,867,N78501,142,113,-15,-2,IAH,ORD,925,12,17,0,,0
2011,1,1,6,1055,1415,CO,1006,N17614,140,101,13,-5,IAH,TPA,787,3,36,0,,0
2011,1,1,6,1809,2227,CO,1010,N12225,198,160,15,19,IAH,EWR,1400,15,23,0,,0
2011,1,1,6,1249,1622,CO,1027,N16649,153,116,11,-1,IAH,CLT,913,4,33,0,,0
2011,1,1,6,723,1050,CO,1048,N37267,147,118,10,3,IAH,FLL,965,4,25,0,,0
2011,1,1,6,849,1235,CO,1058,N35204,166,139,-5,-1,IAH,DCA,1208,6,21,0,,0
2011,1,1,6,1415,1511,CO,1079,N27610,56,33,-2,1,IAH,SAT,191,5,18,0,,0
2011,1,1,6,1710,2019,CO,1086,N57864,129,103,65,70,IAH,MCO,853,7,19,0,,0
2011,1,1,6,1312,1639,CO,1088,N33266,147,117,-15,1,IAH,DTW,1076,5,25,0,,0
2011,1,1,6,1559,1917,CO,1090,N33292,138,113,4,-1,IAH,MIA,964,5,20,0,,0
2011,1,1,6,2130,2310,CO,1095,N75853,220,192,17,15,IAH,LAX,1379,11,17,0,,0
2011,1,1,6,723,848,CO,1097,N37427,205,176,1,-2,IAH,LAS,1222,7,22,0,,0
2011,1,1,6,1905,2050,CO,1099,N57111,165,125,20,10,IAH,DEN,862,10,30,0,,0
2011,1,1,6,908,1139,CO,1407,N39423,271,229,15,-2,IAH,SJC,1609,5,37,0,,0
2011,1,1,6,2129,2227,CO,1423,N12238,58,40,16,19,IAH,MSY,305,4,14,0,,0
2011,1,1,6,1908,2257,CO,1439,N27610,169,127,2,3,IAH,PIT,1117,6,36,0,,0
2011,1,1,6,1901,1954,CO,1441,N17104,53,32,2,1,IAH,AUS,140,5,16,0,,0
2011,1,1,6,1113,1436,CO,1448,N33284,143,120,4,3,IAH,FLL,965,3,20,0,,0
2011,1,1,6,1357,1653,CO,1459,N78509,116,85,2,7,IAH,ATL,689,14,17,0,,0
2011,1,1,6,2110,2211,CO,1479,N78524,61,37,11,5,IAH,SAT,191,4,20,0,,0
2011,1,1,6,1913,2246,CO,1488,N16703,153,122,-10,3,IAH,DTW,1076,4,27,0,,0
2011,1,1,6,2004,2315,CO,1492,N16646,131,111,-16,4,IAH,CMH,986,4,16,0,,0
2011,1,1,6,912,1114,CO,1495,N75851,242,197,24,7,IAH,LAX,1379,9,36,0,,0
2011,1,1,6,1925,2220,CO,1506,N57863,115,92,-1,5,IAH,TPA,787,6,17,0,,0
2011,1,1,6,1805,2002,CO,1511,N39728,237,203,10,0,IAH,SNA,1347,8,26,0,,0
2011,1,1,6,1924,2218,CO,1532,N14653,114,81,-5,-1,IAH,ATL,689,8,25,0,,0
2011,1,1,6,2127,2211,CO,1533,N75426,44,28,11,17,IAH,AUS,140,4,12,0,,0
2011,1,1,6,1415,1513,CO,1541,N14214,58,29,5,0,IAH,AUS,140,6,23,0,,0
2011,1,1,6,1,621,CO,1542,N76254,260,234,24,2,IAH,SJU,2007,10,16,0,,0
2011,1,1,6,1017,1339,CO,1544,N79402,142,119,-11,2,IAH,CLE,1091,8,15,0,,0
2011,1,1,6,1941,2159,CO,1546,N57862,138,112,30,46,IAH,ORD,925,6,20,0,,0
2011,1,1,6,1312,1639,CO,1548,N76269,147,118,10,2,IAH,FLL,965,7,22,0,,0
2011,1,1,6,1417,1746,CO,1562,N11641,149,114,30,7,IAH,RSW,861,5,30,0,,0
2011,1,1,6,1858,2208,CO,1586,N37281,130,104,1,3,IAH,MCO,853,8,18,0,,0
2011,1,1,6,1426,1605,CO,1589,N17233,219,194,10,1,IAH,SAN,1303,3,22,0,,0
2011,1,1,6,1030,1227,CO,1595,N38268,237,193,8,0,IAH,LAX,1379,10,34,0,,0
2011,1,1,6,2149,2323,CO,1597,N16217,214,196,38,39,IAH,ONT,1334,6,12,0,,0
2011,1,1,6,1805,1901,CO,1603,N37290,56,29,30,25,IAH,AUS,140,6,21,0,,0
2011,1,1,6,1219,1358,CO,1605,N57857,219,194,18,24,IAH,LAX,1379,8,17,0,,0
2011,1,1,6,1152,1419,CO,1620,N37293,207,171,33,5,IAH,PHX,1009,6,30,0,,0
2011,1,1,6,1322,1635,CO,1630,N36272,133,112,-4,-3,IAH,PBI,956,3,18,0,,0
2011,1,1,6,2250,53,CO,1644,N37409,243,227,109,120,IAH,SMF,1609,5,11,0,,0
2011,1,1,6,1030,1236,CO,1646,N32404,126,105,-22,0,IAH,ORD,925,4,17,0,,0
2011,1,1,6,1611,1936,CO,1648,N73291,145,117,15,11,IAH,FLL,965,5,23,0,,0
2011,1,1,6,1958,2301,CO,1662,N38257,123,103,-1,2,IAH,RSW,861,5,15,0,,0
2011,1,1,6,1707,2056,CO,1676,N18223,169,148,-11,10,IAH,PHL,1324,6,15,0,,0
2011,1,1,6,916,1021,CO,1679,N19621,65,39,5,0,IAH,SAT,191,6,20,0,,0
2011,1,1,6,1655,2027,CO,1688,N14645,152,123,-16,0,IAH,DTW,1076,8,21,0,,0
2011,1,1,6,1805,1939,CO,1689,N14214,214,188,10,5,IAH,SAN,1303,4,22,0,,0
2011,1,1,6,1145,1513,CO,1690,N58606,148,113,54,52,IAH,MIA,964,11,24,0,,0
2011,1,1,6,1321,1505,CO,1695,N37253,224,199,0,6,IAH,LAX,1379,8,17,0,,0
2011,1,1,6,1831,1956,CO,1705,N14639,85,57,12,1,IAH,MFE,316,5,23,0,,0
2011,1,1,6,917,1132,CO,1714,N37409,255,233,1,2,IAH,SMF,1609,5,17,0,,0
2011,1,1,6,2054,2229,CO,1715,N46625,155,119,21,4,IAH,ABQ,744,8,28,0,,0
2011,1,1,6,2134,2309,CO,1717,N38403,215,186,31,24,IAH,SAN,1303,9,20,0,,0
2011,1,1,6,1202,1356,CO,1719,N13718,174,150,21,17,IAH,MTJ,926,6,18,0,,0
2011,1,1,6,934,1106,CO,1723,N73256,212,192,-1,4,IAH,ONT,1334,4,16,0,,0
2011,1,1,6,1825,2009,CO,1728,N17619,164,136,-4,0,IAH,TUS,936,5,23,0,,0
2011,1,1,6,733,954,CO,1746,N33294,141,105,-1,8,IAH,ORD,925,19,17,0,,0
2011,1,1,6,1909,2225,CO,1748,N57869,136,115,-1,4,IAH,FLL,965,5,16,0,,0
2011,1,1,6,1014,1246,CO,1767,N33286,272,246,27,34,IAH,SEA,1874,5,21,0,,0
2011,1,1,6,1920,2317,CO,1776,N76504,177,151,9,20,IAH,PHL,1324,5,21,0,,0
2011,1,1,6,1840,1936,CO,1779,N35271,56,35,17,19,IAH,SAT,191,4,17,0,,0
2011,1,1,6,1552,1700,CO,1787,N17640,68,40,-2,-3,IAH,DFW,224,10,18,0,,0
2011,1,1,6,1358,1718,CO,1790,N46625,140,115,2,-2,IAH,MIA,964,6,19,0,,0
2011,1,1,6,1801,1950,CO,1795,N57870,229,197,13,6,IAH,LAX,1379,9,23,0,,0
2011,1,1,6,2112,2316,CO,1812,N11641,124,101,9,17,IAH,OMA,781,3,20,0,,0
2011,1,1,6,1514,1651,CO,1821,N24706,217,193,26,34,IAH,SNA,1347,7,17,0,,0
2011,1,1,6,1026,1147,CO,1823,N38403,81,45,18,1,IAH,MSY,305,3,33,0,,0
2011,1,1,6,2053,10,CO,1830,N73259,137,117,27,27,IAH,PBI,956,6,14,0,,0
2011,1,1,6,1230,1635,CO,1836,N12238,185,162,-6,0,IAH,PHL,1324,8,15,0,,0
2011,1,1,6,1253,1624,CO,1850,N15710,151,128,-4,-7,IAH,RDU,1043,7,16,0,,0
2011,1,1,6,851,1215,CO,1873,N77261,144,112,12,1,IAH,MCO,853,5,27,0,,0
2011,1,1,6,1132,1320,CO,1882,N39297,168,147,-4,2,IAH,HDN,986,6,15,0,,0
2011,1,1,6,1844,2048,CO,1889,N36280,244,223,3,14,IAH,SMF,1609,5,16,0,,0
2011,1,1,6,1709,2000,DL,8,N760NC,111,86,59,71,IAH,ATL,689,11,14,0,,0
2011,1,1,6,700,1005,DL,1012,N929DL,125,93,-5,-2,IAH,ATL,689,15,17,0,,0
2011,1,1,6,549,846,DL,1248,N980DL,117,91,-11,-1,IAH,ATL,689,11,15,0,,0
2011,1,1,6,625,908,DL,2538,N900DE,103,85,-25,-5,HOU,ATL,696,7,11,0,,0
2011,1,2,7,657,946,DL,1012,N992DL,109,85,-24,-5,IAH,ATL,689,12,12,0,,0
2011,1,2,7,550,841,DL,1248,N939DL,111,85,-16,0,IAH,ATL,689,14,12,0,,0
2011,1,2,7,637,921,DL,2538,N950DL,104,87,-12,7,HOU,ATL,696,7,10,0,,0
2011,1,3,1,1602,1850,DL,8,N902DA,108,82,-12,4,IAH,ATL,689,12,14,0,,0
2011,1,3,1,708,1006,DL,1012,N935DL,118,91,-4,6,IAH,ATL,689,14,13,0,,0
2011,1,3,1,935,1242,DL,1101,N914DL,127,86,10,5,IAH,ATL,689,26,15,0,,0
2011,1,3,1,552,853,DL,1248,N930DL,121,89,-4,2,IAH,ATL,689,21,11,0,,0
2011,1,3,1,627,919,DL,2538,N904DE,112,86,-14,-3,HOU,ATL,696,14,12,0,,0
2011,1,4,2,1610,1909,DL,8,N926DL,119,94,6,11,IAH,ATL,689,7,18,0,,0
2011,1,4,2,1834,2134,DL,54,N969DL,120,91,20,21,IAH,ATL,689,18,11,0,,0
2011,1,4,2,1248,1538,DL,1204,N940DL,110,86,-11,-1,HOU,ATL,696,13,11,0,,0
2011,1,4,2,545,856,DL,1248,N914DL,131,94,6,0,IAH,ATL,689,21,16,0,,0
2011,1,4,2,604,903,DL,1471,N968DL,119,92,-2,-1,HOU,ATL,696,17,10,0,,0
2011,1,4,2,1104,1401,DL,1512,N786NC,117,88,14,14,HOU,ATL,696,14,15,0,,0
2011,1,4,2,934,1225,DL,1590,N760NC,111,84,-3,5,IAH,ATL,689,6,21,0,,0
2011,1,4,2,704,1016,DL,1900,N986DL,132,90,6,4,IAH,ATL,689,14,28,0,,0
2011,1,5,3,1606,1903,DL,8,N985DL,117,83,0,7,IAH,ATL,689,13,21,0,,0
2011,1,5,3,1810,2124,DL,54,N915DE,134,99,10,-3,IAH,ATL,689,20,15,0,,0
2011,1,5,3,1246,1554,DL,1204,N986DL,128,85,5,-3,HOU,ATL,696,16,27,0,,0
2011,1,5,3,543,834,DL,1248,N332NB,111,89,-13,-2,IAH,ATL,689,13,9,0,,0
2011,1,5,3,602,858,DL,1471,N761NC,116,92,-6,-3,HOU,ATL,696,17,7,0,,0
2011,1,5,3,1056,1348,DL,1512,N782NC,112,85,1,6,HOU,ATL,696,11,16,0,,0
2011,1,5,3,933,1229,DL,1590,N774NC,116,89,1,4,IAH,ATL,689,13,14,0,,0
2011,1,5,3,657,958,DL,1900,N980DL,121,91,-12,-3,IAH,ATL,689,14,16,0,,0
2011,1,5,3,636,918,DL,1960,N324NB,162,144,-12,-6,IAH,MSP,1034,4,14,0,,0
2011,1,6,4,1600,1901,DL,8,N974DL,121,97,-2,1,IAH,ATL,689,7,17,0,,0
2011,1,6,4,1809,2109,DL,54,N919DE,120,89,-5,-4,IAH,ATL,689,17,14,0,,0
2011,1,6,4,1244,1537,DL,1204,N964DL,113,92,-12,-5,HOU,ATL,696,7,14,0,,0
2011,1,6,4,545,906,DL,1248,N314NB,141,100,19,0,IAH,ATL,689,16,25,0,,0
2011,1,6,4,558,917,DL,1471,N774NC,139,105,13,-7,HOU,ATL,696,17,17,0,,0
2011,1,6,4,1046,1338,DL,1512,N779NC,112,89,-9,-4,HOU,ATL,696,9,14,0,,0
2011,1,6,4,924,1224,DL,1590,N776NC,120,92,-4,-5,IAH,ATL,689,9,19,0,,0
2011,1,6,4,655,947,DL,1900,N940DL,112,91,-23,-5,IAH,ATL,689,10,11,0,,0
2011,1,6,4,636,931,DL,1960,N313US,175,151,1,-6,IAH,MSP,1034,13,11,0,,0
2011,1,7,5,1603,1902,DL,8,N958DL,119,96,-1,4,IAH,ATL,689,9,14,0,,0
2011,1,7,5,1807,2057,DL,54,N915DL,110,86,-17,-6,IAH,ATL,689,12,12,0,,0
2011,1,7,5,1245,1539,DL,1204,N907DE,114,95,-10,-4,HOU,ATL,696,9,10,0,,0
2011,1,7,5,538,832,DL,1248,N337NB,114,88,-15,-7,IAH,ATL,689,16,10,0,,0
2011,1,7,5,602,905,DL,1471,N777NC,123,95,1,-3,HOU,ATL,696,13,15,0,,0
