,Username,Category,Followers,Followees,Posts,Level
503,rocsidiaz,fashion,703225.0,772,4679,Huge
504,irinavoronina,fashion,701878.0,1582,657,Huge
505,lori_harvey_,fashion,698264.0,198,474,Huge
506,eugeniatobal,fashion,697443.0,947,2345,Huge
507,riverviiperi,fashion,697236.0,271,697,Huge
508,louiseroe,fashion,696148.0,485,3863,Huge
509,wdywt,fashion,696126.0,0,4434,Huge
510,marykaterob,fashion,696028.0,676,1271,Huge
511,olciiak,fashion,696021.0,222,1046,Huge
512,mayajama,fashion,695742.0,995,1404,Huge
513,claudia_romani,fashion,695725.0,2698,6883,Huge
514,lara_stone,fashion,695684.0,349,1443,Huge
515,thebeautybeau,fashion,693758.0,770,1885,Huge
516,camillecharriere,fashion,693296.0,927,6878,Huge
517,tamara,fashion,691214.0,560,2479,Huge
518,meganbatoon,fashion,690943.0,347,1145,Huge
519,itsnotsonia,fashion,686070.0,593,407,Huge
520,rpomplun,fashion,685216.0,1001,1070,Huge
521,mia_dinoto,fashion,681008.0,413,985,Huge
522,valebigella,fashion,679668.0,750,1108,Huge
523,gabyamarantos,fashion,675599.0,695,4640,Huge
524,aleshaofficial,fashion,673691.0,609,1901,Huge
525,kaitlynn,fashion,673000.0,1201,1005,Huge
526,lahamag,fashion,672613.0,1547,20906,Huge
527,shandarogers,fashion,671049.0,1366,1668,Huge
528,noholita,fashion,669368.0,468,5336,Huge
529,tracisteele,fashion,669038.0,289,1223,Huge
530,belen_soto,fashion,668174.0,630,2222,Huge
531,piperrockelle,fashion,667486.0,1393,1605,Huge
532,ruslanagee,fashion,664818.0,329,1025,Huge
533,manhattangirl,fashion,663769.0,531,518,Huge
534,fraferragni,fashion,661624.0,1948,2338,Huge
535,monifajansen,fashion,660418.0,48,1040,Huge
536,radhikasethh,fashion,659205.0,169,702,Huge
537,blvckd0pe,fashion,658493.0,333,3542,Huge
538,xttiona,fashion,656736.0,503,1192,Huge
539,nicholeciotti,fashion,655826.0,515,2799,Huge
540,aurelievandaelen,fashion,654590.0,602,1030,Huge
541,jordyn_wieber,fashion,654585.0,629,1264,Huge
542,josefinehj,fashion,652713.0,499,3519,Huge
543,tonyamichelle26,fashion,652307.0,2357,4683,Huge
544,vatanika,fashion,651061.0,1001,2825,Huge
545,cynthiasenek,fashion,649363.0,1238,1830,Huge
546,bran.wolf,fashion,647801.0,615,757,Huge
547,olafarahat,fashion,642205.0,2079,2133,Huge
548,lillielexie,fashion,639468.0,1023,1531,Huge
549,mariezamboli,fashion,638152.0,609,1475,Huge
550,martahazas,fashion,636403.0,573,1683,Huge
551,larsenthompson,fashion,636237.0,688,785,Huge
552,coni_piccoli,fashion,634716.0,444,1412,Huge
553,simplynessa15,fashion,634403.0,645,661,Huge
554,swamicaputo,fashion,629784.0,882,557,Huge
555,mmkemio,fashion,626594.0,667,404,Huge
556,emilyanngemma,fashion,624881.0,629,3231,Huge
557,transformation,fashion,621505.0,22,2687,Huge
558,sophieeturner,fashion,620332.0,760,532,Huge
559,marcellosacchetta,fashion,618624.0,478,1501,Huge
560,lili_mitrovic,fashion,618595.0,1821,2752,Huge
561,madi_edwards,fashion,616353.0,1136,1616,Huge
562,plusmodelmag,fashion,616218.0,4050,29596,Huge
563,dominic.harrison.official,fashion,616058.0,49,1268,Huge
564,emy_ltr,fashion,615709.0,411,1894,Huge
565,sophiaamoruso,fashion,615130.0,2166,2864,Huge
566,douniaslimani,fashion,614151.0,186,1415,Huge
567,thehautepursuit,fashion,613439.0,855,4820,Huge
568,shetroublemaker,fashion,611438.0,303,838,Huge
569,laurajadestone,fashion,610666.0,806,1964,Huge
570,janadacovic,fashion,610422.0,224,1041,Huge
571,martinaluchena,fashion,608380.0,1119,1665,Huge
572,levanteofficial,fashion,608048.0,747,3850,Huge
573,sabrinaghio,fashion,607353.0,1144,2582,Huge
574,jenniferstano,fashion,604699.0,1341,922,Huge
575,brittney_saunders,fashion,602694.0,279,3232,Huge
576,zaraaddiction,fashion,601101.0,2162,24709,Huge
577,abby,fashion,599985.0,462,394,Huge
578,deemaalasadi,fashion,597269.0,4678,2878,Huge
579,arika,fashion,596680.0,1673,2840,Huge
580,huntforstyles,fashion,594817.0,686,2952,Huge
581,theoliviajordan,fashion,594240.0,485,1623,Huge
582,dagi_shop,fashion,592585.0,5,533,Huge
583,marlacatherine,fashion,592139.0,83,509,Huge
584,dentistasfit,fashion,592066.0,2232,4221,Huge
585,unahealy,fashion,591749.0,701,2210,Huge
586,roshniwaliaa,fashion,590306.0,481,861,Huge
587,tiffanyalvord,fashion,589796.0,981,3696,Huge
588,hanagiraldo,fashion,589267.0,1617,427,Huge
589,ginadiazh,fashion,588814.0,774,1350,Huge
590,paperazzimagazine,fashion,588477.0,2564,56398,Huge
591,sonjatmorgan,fashion,588229.0,989,1541,Huge
592,fancycorrectitude,fashion,586122.0,297,1305,Huge
593,samanthamariaofficial,fashion,583617.0,577,2861,Huge
594,house.of.huber,fashion,583062.0,210,1086,Huge
595,biancaatzei,fashion,576479.0,425,3310,Huge
596,bridget,fashion,573314.0,781,1435,Huge
597,danielarued,fashion,572391.0,312,513,Huge
598,mvb,fashion,571149.0,379,1033,Huge
599,aliachergui,fashion,570861.0,1005,1246,Huge
600,sylwialipka_music,fashion,570246.0,236,1599,Huge
601,amandadomenico,fashion,568453.0,1541,2472,Huge
602,aya_shalkar,fashion,567789.0,480,1456,Huge
603,emilycanham,fashion,567384.0,390,1244,Huge
604,pamsampaiio,fashion,567064.0,801,658,Huge
605,mariarudgealbuquerque,fashion,566325.0,1463,3389,Huge
606,jbclark_,fashion,565104.0,2542,1197,Huge
607,christinasikalias,fashion,564786.0,692,1306,Huge
608,saffrononrose,fashion,564346.0,841,2679,Huge
609,georgiamay112,fashion,563382.0,642,2268,Huge
610,vanityfairitalia,fashion,560755.0,582,4903,Huge
611,misstiffanyma,fashion,560649.0,933,772,Huge
612,karencivil,fashion,560438.0,607,1197,Huge
613,juliadoorman,fashion,557972.0,470,1833,Huge
614,chrishanxoxo,fashion,557444.0,988,1500,Huge
615,milenalesecret,fashion,554103.0,811,1357,Huge
616,fashionista_com,fashion,553818.0,650,3612,Huge
617,iesha_mariee,fashion,553195.0,484,1022,Huge
618,manuecureau,fashion,552905.0,902,808,Huge
619,juelimery,fashion,552697.0,154,634,Huge
620,omayazein,fashion,552448.0,282,607,Huge
621,luisa,fashion,551533.0,1963,6456,Huge
622,ayselkhaledofficial,fashion,551333.0,97,657,Huge
623,isabella,fashion,551204.0,406,748,Huge
624,colormecourtney,fashion,550687.0,1441,4098,Huge
625,gabriellecaunesil,fashion,549521.0,1995,536,Huge
626,nimabenati,fashion,547815.0,717,2651,Huge
627,iconaccidental,fashion,547415.0,1432,766,Huge
628,twinkleintrendz,fashion,545761.0,138,711,Huge
629,lo_london,fashion,542809.0,170,977,Huge
630,missmcclearyx,fashion,542787.0,339,1581,Huge
631,alicebasso,fashion,541172.0,1072,4008,Huge
632,jessicabarboza1,fashion,541158.0,1637,3390,Huge
633,juliherzz,fashion,540496.0,483,1695,Huge
634,streetstylegents,fashion,537834.0,4,3688,Huge
635,guendalinacanessa,fashion,536151.0,1554,1316,Huge
636,trendy_taste,fashion,535667.0,999,4547,Huge
637,danielillescas,fashion,533437.0,472,1310,Huge
638,sandralambeck,fashion,533101.0,887,260,Huge
639,brookecarriehil,fashion,532582.0,510,1382,Huge
640,denisebidot,fashion,532409.0,3847,2966,Huge
641,hidemycoat,fashion,531289.0,284,1544,Huge
642,kristy.lani,fashion,530267.0,372,281,Huge
643,__niki22,fashion,530031.0,482,1299,Huge
644,tiffanyc_watson,fashion,530007.0,206,1144,Huge
645,denjiel,fashion,529950.0,445,331,Huge
646,brittneyelena,fashion,529493.0,1868,859,Huge
647,mrsguptasquared,fashion,529197.0,484,815,Huge
648,mrsjillzarin,fashion,528806.0,489,1968,Huge
649,sophiachang,fashion,528142.0,265,1086,Huge
650,christenpress,fashion,526164.0,200,1129,Huge
651,sitabellan,fashion,525764.0,480,4154,Huge
652,gioserrano,fashion,525283.0,860,2993,Huge
653,blakescott,fashion,522440.0,440,5160,Huge
654,danedgar,fashion,521394.0,595,588,Huge
655,iamcattsadler,fashion,521389.0,554,3333,Huge
656,metisha,fashion,521293.0,579,562,Huge
657,divanidosa,fashion,521223.0,460,1324,Huge
658,japanesee,fashion,518065.0,244,3868,Huge
659,vanillagirl_86,fashion,517964.0,1754,2418,Huge
660,cristianocaccamo,fashion,517594.0,1371,910,Huge
661,cansuakinn,fashion,514260.0,981,2063,Huge
662,rosiefortescue,fashion,514225.0,2277,4443,Huge
663,joshcuthbert,fashion,514126.0,722,1354,Huge
664,sissychristidou,fashion,513719.0,753,2590,Huge
665,marycake,fashion,512328.0,419,1392,Huge
666,gentslounge,fashion,510762.0,316,3526,Huge
667,missjenjomet,fashion,510565.0,423,658,Huge
668,cassiebrown,fashion,508830.0,428,669,Huge
669,mahhimakottary,fashion,508114.0,84,4051,Huge
670,sofievalkiers,fashion,506061.0,1086,5013,Huge
671,mindysttnprty,fashion,505890.0,709,446,Huge
672,reneewillett,fashion,505829.0,608,637,Huge
673,cath_belle,fashion,505819.0,296,693,Huge
674,jilllvd,fashion,505755.0,519,645,Huge
675,christie_ferrari,fashion,504926.0,1417,1885,Huge
676,ingredybarbi,fashion,504790.0,513,934,Huge
677,alyshanett,fashion,503344.0,2059,5210,Huge
678,laelegantia,fashion,502160.0,408,733,Huge
679,glencyfeliz,fashion,499793.0,1028,9914,Huge
680,krumble,fashion,498857.0,972,301,Huge
681,tatimcquay,fashion,498002.0,1734,1453,Huge
682,loretoperalta,fashion,497879.0,1302,289,Huge
683,cityteens,fashion,497415.0,221,2777,Huge
684,ifuennada,fashion,497323.0,1040,1776,Huge
685,shesgracious,fashion,497100.0,980,1152,Huge
686,violettbeane,fashion,496768.0,474,1001,Huge
687,gracyvillarreal,fashion,496719.0,720,1750,Huge
688,love.clothes.fashion,fashion,496387.0,107,1224,Huge
689,sabinahannan,fashion,495810.0,256,729,Huge
690,jordanbeau,fashion,495444.0,644,1570,Huge
691,jumana_khan_,fashion,494754.0,333,543,Huge
692,bradgoreski,fashion,494384.0,1004,2589,Huge
693,dianamarksofficial,fashion,494239.0,382,746,Huge
694,nitibhakaul,fashion,494146.0,207,2041,Huge
695,theambitionista,fashion,494062.0,7496,2040,Huge
696,nataliengibson,fashion,493054.0,652,726,Huge
697,missginadarling,fashion,492178.0,1001,636,Huge
698,lipstickfables,fashion,491590.0,1199,5198,Huge
699,johannaeolsson,fashion,491578.0,298,1549,Huge
700,enikotothcom,fashion,491476.0,810,1104,Huge
701,kompleksiara,fashion,491038.0,237,448,Huge
702,nataliaferviu,fashion,489911.0,999,1385,Huge
703,aashnashroff,fashion,489819.0,471,4340,Huge
704,thesassthing_,fashion,488400.0,461,802,Huge
705,thesaltyblonde,fashion,488239.0,803,3106,Huge
706,mercedesterrell,fashion,487319.0,1722,5488,Huge
707,vittoriadeganello,fashion,487177.0,387,795,Huge
708,jessicaannewoodley,fashion,486893.0,2577,954,Huge
709,sauf.etc,fashion,486470.0,195,544,Huge
710,sophiagalazzo,fashion,485927.0,1024,1299,Huge
711,frederikkelykkel,fashion,485277.0,569,379,Huge
712,thestilettomeup,fashion,483413.0,921,4030,Huge
713,daiseyodonnell,fashion,483324.0,539,5837,Huge
714,clemenceandanna,fashion,483131.0,199,391,Huge
715,vanellimelli,fashion,481900.0,460,1608,Huge
716,cbrickley603,fashion,481675.0,784,705,Huge
717,anasulcova,fashion,479791.0,141,480,Huge
718,kelseydarragh,fashion,479196.0,1368,1918,Huge
719,naomigenes,fashion,478949.0,790,541,Huge
720,giuliavalentina,fashion,478040.0,1,2010,Huge
721,iamrubyjay,fashion,477456.0,568,500,Huge
722,emilyrosehannon,fashion,475715.0,1101,1618,Huge
723,hanadibeauty,fashion,475669.0,634,1763,Huge
724,glamdapper,fashion,475284.0,689,1190,Huge
725,harryholland64,fashion,474886.0,380,360,Huge
726,vanesssamartins,fashion,474753.0,372,2265,Huge
727,tedranghella,fashion,474543.0,426,584,Huge
728,we_fashion,fashion,474497.0,5,3855,Huge
729,joaofolsta,fashion,474367.0,782,698,Huge
730,renatakuerten,fashion,473846.0,1248,3731,Huge
731,tessmasazza,fashion,473810.0,1363,958,Huge
732,jfigggs,fashion,473660.0,170,166,Huge
733,shirleybeniang,fashion,473014.0,524,1097,Huge
734,charlottedawsy,fashion,471755.0,2997,5160,Huge
735,ment97,fashion,471640.0,501,502,Huge
736,taylorlashae,fashion,470394.0,608,3531,Huge
737,michelletakeaim,fashion,470269.0,501,3975,Huge
738,weylie,fashion,469998.0,606,3126,Huge
739,zizotshwete,fashion,468066.0,254,987,Huge
740,atsunamatsui,fashion,467852.0,293,982,Huge
741,mysoulandu,fashion,467497.0,209,1493,Huge
742,nikkiphillippi,fashion,467177.0,865,3929,Huge
743,titimuller_,fashion,467173.0,858,3450,Huge
744,oclydia,fashion,465525.0,704,1775,Huge
745,huntermcgrady,fashion,465242.0,724,1659,Huge
746,michelematuro,fashion,465235.0,246,577,Huge
747,anto_cavalieri,fashion,465050.0,229,587,Huge
748,jillianrosereed,fashion,465045.0,1061,2290,Huge
749,peyton_mabry,fashion,464846.0,656,627,Huge
750,jessimalay,fashion,463207.0,998,5445,Huge
751,twotrends,fashion,463171.0,410,1148,Huge
752,giolucini,fashion,462810.0,1251,3358,Huge
753,jasminwalia,fashion,462456.0,805,1485,Huge
754,jaceyduprie,fashion,461402.0,539,6445,Huge
755,angelacaloisi,fashion,460069.0,230,696,Huge
756,lissyroddyy,fashion,460063.0,411,1944,Huge
757,irenesarah,fashion,459947.0,962,1646,Huge
758,beyandall,fashion,459347.0,193,2177,Huge
759,style_tonic,fashion,459207.0,226,458,Huge
760,thaismatsura,fashion,458434.0,591,3467,Huge
761,msheatherlynne,fashion,457495.0,4003,680,Huge
762,joshuapatterson_jp,fashion,457304.0,184,557,Huge
763,jazminegarcia,fashion,456681.0,204,1190,Huge
764,chrisjohnmillington,fashion,456470.0,557,469,Huge
765,rochi_igarzabalok,fashion,454973.0,1122,1187,Huge
766,ginevralambruschi,fashion,453584.0,967,1440,Huge
767,summeralbarcha,fashion,452802.0,1619,2722,Huge
768,stylelullaby,fashion,451837.0,418,954,Huge
769,riumbaumarta,fashion,451577.0,288,1981,Huge
770,cynthiaolav,fashion,451450.0,910,1463,Huge
771,tridhac,fashion,451128.0,93,580,Huge
772,cartiamallan,fashion,450684.0,404,2300,Huge
773,kaseyhill__,fashion,450179.0,677,800,Huge
774,msluperamos,fashion,449372.0,3708,646,Huge
775,lilianafilipa__,fashion,446715.0,744,1276,Huge
776,alyssalynch,fashion,446357.0,389,700,Huge
777,tfrtc,fashion,445760.0,648,973,Huge
778,chicamastyle,fashion,444714.0,832,1007,Huge
779,ellenvlora,fashion,444505.0,774,1736,Huge
780,cammiescott,fashion,444002.0,795,1362,Huge
781,alyson_haley,fashion,442426.0,1051,4534,Huge
782,rhodesaaron,fashion,441578.0,600,635,Huge
783,emmahill,fashion,441501.0,309,2667,Huge
784,mycultofreal,fashion,441282.0,130,755,Huge
785,weddingfash,fashion,439945.0,67,966,Huge
786,jazzmynejay,fashion,439915.0,3266,1202,Huge
787,emilyschuman,fashion,439579.0,300,3240,Huge
788,mariakorinthiou,fashion,439243.0,1667,2063,Huge
789,majumazalli,fashion,438918.0,787,738,Huge
790,chasekeith,fashion,438870.0,742,523,Huge
791,jennacompono,fashion,438402.0,741,926,Huge
792,majamalnar,fashion,436730.0,1052,3590,Huge
793,menshoesfashions,fashion,436673.0,13,2397,Huge
794,giuliasalemi,fashion,436483.0,1628,2475,Huge
795,valeskaaraujoc,fashion,436324.0,962,763,Huge
796,nat_bat_,fashion,435636.0,1896,3213,Huge
797,shenaegrimesbeech,fashion,435351.0,80,1356,Huge
798,phiaka,fashion,434908.0,416,1317,Huge
799,nilam.farooq,fashion,434446.0,396,1057,Huge
800,virginia.stablum,fashion,432769.0,2842,1452,Huge
801,anuthida,fashion,432455.0,166,812,Huge
802,ryleighvertes_,fashion,431836.0,619,1027,Huge
803,fashionista_east,fashion,431516.0,543,4589,Huge
804,omgitsfirefoxx,fashion,431276.0,460,2896,Huge
805,gildaambrosio,fashion,430424.0,1674,3844,Huge
806,sweetcreekmoon,fashion,430143.0,90,974,Huge
807,shannonbaker,fashion,430003.0,2029,1074,Huge
808,fajasmini,fashion,429423.0,801,580,Huge
809,brunellacacciuni,fashion,428163.0,684,250,Huge
810,elisataviti,fashion,427707.0,1667,5346,Huge
811,sejalkumar1195,fashion,427306.0,120,2274,Huge
812,brycexavier,fashion,426909.0,1174,341,Huge
813,thebubblyblonde,fashion,426319.0,423,1388,Huge
814,amberdoigthorne,fashion,425653.0,199,467,Huge
815,cinnamonstyle,fashion,424951.0,238,4575,Huge
816,tiarramonet,fashion,424823.0,3781,1075,Huge
817,vladavideos,fashion,422113.0,111,820,Huge
818,_barbara_90,fashion,421424.0,528,1083,Huge
819,shaunabaker,fashion,420985.0,3387,1137,Huge
820,beccaedwards.x,fashion,420356.0,3313,1144,Huge
821,anthonin,fashion,419364.0,265,615,Huge
822,angelababicz,fashion,419192.0,438,278,Huge
823,alexcannon,fashion,417231.0,588,1415,Huge
824,mylesleask,fashion,416805.0,417,2132,Huge
825,mrbatlle,fashion,416610.0,1070,1486,Huge
826,gabdomingues,fashion,415917.0,780,1787,Huge
827,graciepiscopo,fashion,415840.0,443,907,Huge
828,lisaaramos,fashion,415549.0,993,1448,Huge
829,thejenniejenkins,fashion,413546.0,996,1779,Huge
830,theannaedit,fashion,413195.0,387,2482,Huge
831,brandon_arreaga,fashion,412489.0,447,545,Huge
832,kimiperi,fashion,411918.0,49,814,Huge
833,mangorabbitrabbit,fashion,411293.0,675,1351,Huge
834,thesundaychapter,fashion,408862.0,796,1121,Huge
835,blumarine,fashion,408751.0,387,3196,Huge
836,misslexamae,fashion,408161.0,218,361,Huge
837,medinebeauty,fashion,407933.0,66,489,Huge
838,alinaceusan,fashion,407679.0,3416,15463,Huge
839,estellefitz,fashion,407637.0,49,403,Huge
840,_lailav,fashion,407460.0,1163,1326,Huge
841,kathleen_barnes,fashion,407171.0,594,2851,Huge
842,sebibebi,fashion,407023.0,924,2586,Huge
843,lilypebbles,fashion,406704.0,533,4300,Huge
844,cindyprado,fashion,406371.0,1409,1342,Huge
845,tobiasrtr,fashion,406126.0,592,857,Huge
846,mariaalia,fashion,405867.0,1102,1379,Huge
847,chloecrowhurstx,fashion,404933.0,1336,496,Huge
848,ivettesaucedo,fashion,404462.0,874,1111,Huge
849,kaylahadlington,fashion,403921.0,366,3966,Huge
850,oliviarouyre,fashion,403358.0,310,354,Huge
851,tyne_lexy_clarson,fashion,402957.0,1411,1384,Huge
852,aleydaortiz,fashion,402378.0,481,1957,Huge
853,barbaraopsomer,fashion,401996.0,1142,422,Huge
854,lisatellbe,fashion,401502.0,183,3015,Huge
855,passiionforfashion,fashion,400415.0,207,5452,Huge
856,andreabelverf,fashion,399089.0,1038,3424,Huge
857,chadia.arsalan,fashion,398983.0,130,403,Huge
858,tresnickova,fashion,397931.0,167,656,Huge
859,marcforne,fashion,397897.0,1430,6431,Huge
860,lisa_opie,fashion,397065.0,698,1983,Huge
861,rachzx,fashion,397014.0,490,1755,Huge
862,sarafoster,fashion,396832.0,701,491,Huge
863,raginikhanna,fashion,396664.0,46,1205,Huge
864,silviabraz,fashion,396537.0,1793,6563,Huge
865,hannahelizinsta,fashion,395618.0,3590,1801,Huge
866,chloejmeadows,fashion,394755.0,856,1106,Huge
867,tessdaly,fashion,393728.0,660,734,Huge
868,patriciamanfield,fashion,393563.0,3050,4744,Huge
869,itskristinchirico,fashion,393267.0,764,406,Huge
870,jonidamaliqi,fashion,393069.0,822,1114,Huge
871,lindsaymariebrewer,fashion,393017.0,883,582,Huge
872,ninahouston_,fashion,391248.0,326,333,Huge
873,haleypham,fashion,389971.0,480,485,Huge
874,elizabethtran626,fashion,387749.0,761,463,Huge
875,eggcanvas,fashion,387100.0,449,3652,Huge
876,elizabethkeene,fashion,385909.0,1020,3615,Huge
877,claudiagalantireal,fashion,384551.0,732,1578,Huge
878,sassyredlipstick,fashion,384519.0,933,3960,Huge
879,ameliecheval31,fashion,384421.0,334,3230,Huge
880,thickleeyonce,fashion,384419.0,521,1047,Huge
881,vamp,fashion,384369.0,666,1020,Huge
882,michelesullivanfit,fashion,382530.0,609,1930,Huge
883,girlwithcurves,fashion,381319.0,688,2598,Huge
884,kattanita,fashion,380857.0,390,4215,Huge
885,sebinaah,fashion,380842.0,491,1548,Huge
886,odesafashion1,fashion,380731.0,173,825,Huge
887,marcocartasegna,fashion,379125.0,194,664,Huge
888,laurabeverlin,fashion,379030.0,591,2937,Huge
889,tanyabardsley7,fashion,378702.0,1003,2024,Huge
890,alejandrolillo_,fashion,378082.0,1415,1021,Huge
891,livinlikelindsey,fashion,377835.0,861,1723,Huge
892,billyhuxley,fashion,377567.0,622,716,Huge
893,p.trish_g32,fashion,377262.0,682,1357,Huge
894,therealdonnysavage,fashion,376929.0,1502,251,Huge
895,gunnsgirls,fashion,376015.0,3224,773,Huge
896,whitneys_wonderland,fashion,374567.0,819,2510,Huge
897,lucywilliams02,fashion,373771.0,994,5048,Huge
898,kateyoung,fashion,373229.0,710,1835,Huge
899,jessicakobeissi,fashion,372804.0,507,1539,Huge
900,bibibreijman,fashion,372437.0,816,2591,Huge
901,mintchyy,fashion,372310.0,526,2708,Huge
902,venicemin,fashion,372295.0,1445,957,Huge
903,thebride_pics,fashion,370752.0,592,5579,Huge
904,luxurylaw,fashion,369613.0,3584,3203,Huge
905,madelineaford,fashion,369572.0,807,751,Huge
906,walkinwonderland,fashion,368543.0,736,6449,Huge
907,frankiegaff,fashion,367565.0,664,1568,Huge
908,cupofcouple,fashion,367463.0,1514,4993,Huge
909,emily_luciano,fashion,366355.0,527,2009,Huge
910,voguewilliams,fashion,366010.0,2059,3903,Huge
911,sarawears,fashion,366001.0,2389,3463,Huge
912,vashtie,fashion,365404.0,557,3081,Huge
913,manonquadratus_off,fashion,365066.0,345,428,Huge
914,ginevra_pisani,fashion,364120.0,333,1144,Huge
915,sarahhhrae,fashion,363609.0,107,1573,Huge
916,tattivasilieva,fashion,362807.0,635,2328,Huge
917,fitforcalis,fashion,362018.0,438,635,Huge
918,sydneysierota,fashion,360912.0,105,1077,Huge
919,brittenelle,fashion,360592.0,693,3167,Huge
920,blackkbombshells,fashion,360519.0,102,4427,Huge
921,emilyijackson,fashion,358296.0,491,3051,Huge
922,ianmcrumm,fashion,358099.0,2163,1630,Huge
923,lydia_connell,fashion,357244.0,455,1781,Huge
924,modajustcoco,fashion,356834.0,583,2239,Huge
925,ravottimartina,fashion,356224.0,567,1847,Huge
926,alissbonyt,fashion,356165.0,585,448,Huge
927,xo_marne,fashion,355961.0,161,1066,Huge
928,saimascorner,fashion,355197.0,560,889,Huge
929,cailaquinn,fashion,353837.0,1921,1971,Huge
930,maiahocando,fashion,352228.0,461,2723,Huge
931,montovoli,fashion,351944.0,93,1219,Huge
932,graziauk,fashion,350739.0,1299,12241,Huge
933,strngrrr,fashion,350545.0,992,1114,Huge
934,kirstyfleming,fashion,349311.0,240,1397,Huge
935,_jessicalobo,fashion,347996.0,1463,2480,Huge
936,sophiegray,fashion,347599.0,5,1199,Huge
937,chanelcocobrown,fashion,347418.0,186,1655,Huge
938,shane_crom,fashion,346510.0,1106,996,Huge
939,wethepeoplestyle,fashion,346444.0,569,3436,Huge
940,emirafoods,fashion,346316.0,392,515,Huge
941,elisaelly.becker,fashion,346153.0,394,732,Huge
942,an9lina,fashion,345794.0,828,6258,Huge
943,ashleigh_dunn_,fashion,345787.0,619,1456,Huge
944,zoelaz,fashion,345746.0,104,1873,Huge
945,yoanamarlenstyle,fashion,345462.0,232,641,Huge
946,lovecurvy__laurabrioschi,fashion,344873.0,3346,1247,Huge
947,karissapukas,fashion,343794.0,751,3965,Huge
948,juliarestoinroitfeld,fashion,343459.0,998,2979,Huge
949,lalatheislandgal,fashion,343132.0,260,418,Huge
950,aligordon89,fashion,342981.0,220,1986,Huge
951,angelanastiofficial,fashion,342706.0,201,862,Huge
952,yoyokulala,fashion,342695.0,221,2143,Huge
953,aisha_jade,fashion,342445.0,851,2035,Huge
954,dressupbuttercup,fashion,341450.0,1158,1418,Huge
955,rosielondoner,fashion,341114.0,483,4721,Huge
956,justusf_hansen,fashion,340849.0,215,1461,Huge
957,styleandcurve,fashion,340573.0,1758,258,Huge
958,lopezjennylopez,fashion,339278.0,1214,2762,Huge
959,michelaquattrociocche,fashion,338628.0,888,1747,Huge
960,thelaceyclaire,fashion,338387.0,1160,1533,Huge
961,elepetrella,fashion,338374.0,400,1733,Huge
962,koodiz,fashion,338105.0,154,2363,Huge
963,lovebrandimarie,fashion,337637.0,967,1102,Huge
964,vernenciso,fashion,337397.0,750,2796,Huge
965,rachelfenton1,fashion,335123.0,440,879,Huge
966,juliacforti,fashion,335063.0,680,1195,Huge
967,breekleintop,fashion,334846.0,625,892,Huge
968,faiithmarone,fashion,334701.0,567,356,Huge
969,taryn_maria,fashion,334463.0,3997,3930,Huge
970,melisfit_,fashion,334418.0,1021,2825,Huge
971,__lilybrown,fashion,334271.0,1199,320,Huge
972,polinabrz,fashion,334008.0,421,1332,Huge
973,marta.pasqualato,fashion,333326.0,214,481,Huge
974,thelenparentstyle,fashion,332980.0,332,1811,Huge
975,mrslulu3,fashion,332545.0,335,925,Huge
976,anamoyacalzado,fashion,332073.0,345,5438,Huge
977,carolinevreeland,fashion,331483.0,1646,6161,Huge
978,simonasalvemini,fashion,330685.0,560,2329,Huge
979,thenicoleleigh,fashion,328892.0,527,335,Huge
980,amandarachdoodles,fashion,327103.0,459,323,Huge
981,juliajasmin_aka_jj,fashion,326342.0,524,1800,Huge
982,noor,fashion,326164.0,272,2291,Huge
983,vasjmorgan,fashion,326115.0,619,776,Huge
984,kardashianjenneruniverse_,fashion,325539.0,41,370,Huge
985,theylovetrin,fashion,324880.0,1157,897,Huge
986,theonlyblondeone,fashion,324721.0,501,1077,Huge
987,flamcis,fashion,324440.0,868,1403,Huge
988,edwinhonoret,fashion,324393.0,604,628,Huge
989,thatpineapplegirl,fashion,324260.0,682,714,Huge
990,jessydalpino,fashion,323335.0,891,1921,Huge
991,leticiarochaof,fashion,323157.0,670,1852,Huge
992,chulevonwernich,fashion,322537.0,1289,926,Huge
993,inesjimm,fashion,322279.0,839,1975,Huge
994,brightonkeller,fashion,321650.0,737,4209,Huge
995,chezrust,fashion,320708.0,136,492,Huge
996,ava.michelle,fashion,320278.0,2784,1301,Huge
997,robertoderosa,fashion,320045.0,2318,2689,Huge
998,zuneraserena,fashion,319939.0,182,2405,Huge
999,melodielbirliler,fashion,319553.0,996,2268,Huge
1000,smaragda_karidi_official,fashion,319256.0,466,636,Huge
1001,ohtobeamuse,fashion,318812.0,796,1788,Huge
1002,styleandtrouble,fashion,318270.0,1081,8849,Huge
1003,marthagraeff,fashion,318265.0,996,3154,Huge
1004,halliedaily,fashion,318083.0,677,4022,Huge
1005,trisdhaliwal,fashion,317957.0,453,521,Huge
1006,scoutthecity,fashion,317773.0,922,3200,Huge
1007,melisaycadegirmencioglu,fashion,317490.0,453,936,Huge
1008,andy_samuels,fashion,317395.0,815,1184,Huge
1009,stylishly.chic,fashion,317264.0,407,454,Huge
1010,cassiesnelgar,fashion,317213.0,757,848,Huge
1011,sofiaarrudagram,fashion,316622.0,1708,2591,Huge
1012,brittnyward,fashion,316453.0,582,419,Huge
1013,beha_nguyen,fashion,316445.0,213,1011,Huge
1014,rkrager,fashion,314968.0,471,1857,Huge
1015,naila,fashion,314629.0,1167,435,Huge
